rowid,pl_name,hostname,pl_orbper,pl_orblper,pl_orbtper,pl_orbsmax,pl_orbeccen,st_rad,st_mass
1291,Kepler-1789 b,Kepler-1789,80.23190308,,,0.3543,0.0,0.888,0.92
1292,Kepler-1778 b,Kepler-1778,10.08740044,,,0.0956,0.0,1.095,1.143
1293,Kepler-1779 b,Kepler-1779,16.34359932,,,0.1264,0.0,1.056,1.008
1294,Kepler-1780 b,Kepler-1780,109.4449997,,,0.4276,0.0,0.868,0.868
1295,Kepler-1781 b,Kepler-1781,4.88752985,,,0.0574,0.0,0.957,1.053
1296,Kepler-1792 b,Kepler-1792,4.1957798,,,0.0488,0.0,1.005,0.878
1297,Kepler-1729 b,Kepler-1729,4.220970154,,,0.0418,0.0,0.517,0.544
1298,Kepler-1730 b,Kepler-1730,13.81019974,,,0.1131,0.0,1.142,1.009
1299,Kepler-1731 b,Kepler-1731,21.76129913,,,0.1399,0.0,0.72,0.781
1300,Kepler-1732 b,Kepler-1732,32.31240082,,,0.2015,0.0,1.494,1.043
1301,Kepler-1770 b,Kepler-1770,16.84189987,,,0.1261,0.0,1.009,0.941
1302,Kepler-1771 b,Kepler-1771,88.64399719,,,0.3815,0.0,0.934,0.941
1303,Kepler-1772 b,Kepler-1772,3.215090036,,,0.04391,0.0,0.934,0.942
1304,Kepler-1773 b,Kepler-1773,40.80970001,,,0.24831,0.0,1.3,1.241
1305,Kepler-1805 b,Kepler-1805,8.847940445,,,0.0699,0.0,0.552,0.581
1306,Kepler-1804 b,Kepler-1804,12.28849983,,,0.1017,0.0,1.671,0.929
1307,TOI-1442 b,TOI-1442,0.4090677,,,0.0071,,0.31,0.29
1308,Kepler-1802 c,Kepler-1802,33.13610077,,,0.1748,0.0,0.637,0.649
1309,Kepler-1738 b,Kepler-1738,7.674630165,,,0.0781,0.0,1.001,1.079
1310,Kepler-1739 b,Kepler-1739,7.343709946,,,0.0697,0.0,0.762,0.865
1311,Kepler-1727 b,Kepler-1727,9.029299736,,,0.0796,0.0,0.82,0.824
1312,Kepler-1728 b,Kepler-1728,4.782999992,,,0.0535,0.0,0.807,0.891
1313,Kepler-1763 b,Kepler-1763,1.480280042,,,0.0257,0.0,1.259,1.026
1314,Kepler-1752 b,Kepler-1752,56.35850143,,,0.2698,0.0,0.821,0.824
1315,Kepler-1753 b,Kepler-1753,16.00460052,,,0.1179,0.0,0.769,0.86
1316,Kepler-1754 b,Kepler-1754,8.195949554,,,0.0718,0.0,0.747,0.734
1317,Kepler-1755 b,Kepler-1755,24.81209946,,,0.1668,0.0,0.921,1.003
1318,TOI-833 b,TOI-833,1.0418777,,,0.0171,,0.6,0.61
1319,Kepler-1845 b,Kepler-1845,11.60649967,,,0.0885,0.0,0.701,0.686
1320,TOI-1759 b,TOI-1759,18.85019,90.0,,0.1177,0.0,0.597,0.606
1321,Kepler-1312 c,Kepler-1312,1.116119981,,,0.02103,0.0,0.905,0.983
1322,Kepler-1315 c,Kepler-1315,6.566060066,,,0.0635,0.0,0.856,0.809
1323,Kepler-1311 d,Kepler-1311,197.5110016,,,0.68434,0.0,1.674,1.032
1324,Kepler-1321 d,Kepler-1321,5.720920086,,,0.0501,0.0,0.503,0.513
1325,Kepler-1322 c,Kepler-1322,6.459980011,,,0.0652,0.0,0.804,0.897
1326,Kepler-1837 b,Kepler-1837,5.906089783,,,0.065,0.0,0.961,1.049
1327,Kepler-1761 b,Kepler-1761,4.043540001,,,0.0413,0.0,0.532,0.573
1328,Kepler-1762 b,Kepler-1762,29.53910065,,,0.204,0.0,1.238,1.298
1329,Kepler-1958 b,Kepler-1958,9.328619957,,,0.0856,0.0,0.864,0.961
1330,Kepler-1959 b,Kepler-1959,6.38669014,,,0.0617,0.0,0.811,0.768
1331,Kepler-1947 b,Kepler-1947,6.963630199,,,0.07375,0.0,1.686,0.984
1332,Kepler-1948 b,Kepler-1948,15.57129955,,,0.1022,0.0,0.557,0.585
1333,Kepler-1809 b,Kepler-1809,3.7572999,,,0.04444,0.0,0.716,0.807
1334,Kepler-1836 b,Kepler-1836,5.254169941,,,0.0602,0.0,0.987,1.053
1335,Kepler-1949 b,Kepler-1949,2.208280087,,,0.0352,0.0,1.454,1.194
1336,Kepler-1950 b,Kepler-1950,10.77690029,,,0.0871,0.0,0.852,0.759
1337,Kepler-1810 b,Kepler-1810,101.1330032,,,0.4137,0.0,1.016,0.921
1338,Kepler-1811 b,Kepler-1811,76.42230225,,,0.3462,0.0,1.19,0.946
1339,Kepler-1812 b,Kepler-1812,7.165219784,,,0.0765,0.0,1.103,1.162
1340,Kepler-1800 b,Kepler-1800,4.562029839,,,0.05098,0.0,2.506,1.33
1341,Kepler-1801 b,Kepler-1801,10.44089985,,,0.0915,0.0,0.981,0.936
1342,Kepler-1802 b,Kepler-1802,15.45020008,,,0.0662,0.0,0.637,0.649
1343,Kepler-1956 b,Kepler-1956,5.943719864,,,0.0563,0.0,0.682,0.671
1344,Kepler-1957 b,Kepler-1957,2.186619997,,,0.0299,0.0,0.772,0.745
1345,Kepler-1130 c,Kepler-1130,3.266639948,,,0.04238,0.0,0.842,0.944
1346,OGLE-2019-BLG-1492L b,OGLE-2019-BLG-1492L,,,,2.7,,,0.68
1347,Kepler-1266 c,Kepler-1266,4.86631012,,,0.0506,0.0,0.831,0.791
1348,Kepler-1165 c,Kepler-1165,29.96870041,,,0.1969,0.0,1.076,1.13
1349,Kepler-1130 d,Kepler-1130,4.272250175,,,0.05068,0.0,0.842,0.944
1350,Kepler-1818 b,Kepler-1818,4.644909859,,,0.055,0.0,1.129,1.021
1351,Kepler-1819 b,Kepler-1819,16.48690033,,,0.1337,0.0,1.071,1.173
1352,Kepler-1807 b,Kepler-1807,10.86060047,,,0.0988,0.0,1.496,1.087
1353,Kepler-1774 b,Kepler-1774,59.77080154,,,0.29496,0.0,1.122,1.101
1354,Kepler-1775 b,Kepler-1775,85.65399933,,,0.39565,0.0,1.647,1.149
1355,Kepler-1776 b,Kepler-1776,35.01190186,,,0.2093,0.0,1.153,1.041
1356,Kepler-1777 b,Kepler-1777,12.18420029,,,0.10301,0.0,1.068,0.984
1357,Kepler-1756 b,Kepler-1756,2.355750084,,,0.0319,0.0,0.812,0.781
1358,Kepler-1764 b,Kepler-1764,70.46829987,,,0.3512,0.0,1.131,1.162
1359,Kepler-1765 b,Kepler-1765,10.41889954,,,0.0917,0.0,1.064,0.946
1360,Kepler-1766 b,Kepler-1766,105.0149994,,,0.4161,0.0,1.042,0.915
1361,OGLE-2018-BLG-0383L b,OGLE-2018-BLG-0383L,,,,1.8,,,0.1
1362,OGLE-2018-BLG-0506L b,OGLE-2018-BLG-0506L,,,,3.0,,,0.63
1363,Kepler-1600 c,Kepler-1600,7.298049927,,,0.06961,0.0,0.834,0.818
1364,Kepler-1530 d,Kepler-1530,9.20761013,,,0.08276,0.0,1.303,1.015
1365,Kepler-1790 b,Kepler-1790,31.58889961,,,0.20989,0.0,1.367,1.02
1366,Kepler-1835 b,Kepler-1835,11.96409988,,,0.0997,0.0,0.961,0.922
1367,Kepler-1488 c,Kepler-1488,6.158269882,,,0.06959,0.0,1.524,1.003
1368,Kepler-1468 d,Kepler-1468,19.59059906,,,0.1456,0.0,1.496,1.072
1369,Kepler-1834 b,Kepler-1834,4.603010178,,,0.04911,0.0,0.788,0.765
1370,Kepler-1743 b,Kepler-1743,7.649710178,,,0.084,0.0,1.613,1.266
1371,Kepler-1744 b,Kepler-1744,37.10110092,,,0.20945,0.0,0.85,0.886
1372,Kepler-1745 b,Kepler-1745,3.016190052,,,0.0408,0.0,1.4,0.995
1373,Kepler-1733 b,Kepler-1733,9.229579926,,,0.0933,0.0,1.252,1.273
1374,Kepler-1791 b,Kepler-1791,7.720860004,,,0.0761,0.0,1.177,0.985
1375,Kepler-1795 b,Kepler-1795,13.36019993,,,0.1002,0.0,0.688,0.768
1376,OGLE-2018-BLG-0516L b,OGLE-2018-BLG-0516L,,,,2.2,,,0.47
1377,Kepler-1833 b,Kepler-1833,6.892129898,,,0.07545,0.0,1.446,1.286
1378,Kepler-1841 b,Kepler-1841,25.88599968,,,0.1606,0.0,0.899,0.823
1379,HD 191939 e,HD 191939,101.12,-130.0,,0.407,0.031,0.94,0.81
1380,HD 191939 f,HD 191939,2898.0,,,3.71,0.0,0.94,0.81
1381,Kepler-1767 b,Kepler-1767,59.65829849,,,0.2873,0.0,0.831,0.887
1382,Kepler-1768 b,Kepler-1768,15.13589954,,,0.1286,0.0,1.572,1.24
1383,Kepler-1769 b,Kepler-1769,89.1934967,,,0.40598,0.0,1.295,1.061
1384,Kepler-1760 b,Kepler-1760,38.3260994,,,0.2084,0.0,0.903,0.821
1385,Kepler-1951 b,Kepler-1951,20.65780067,,,0.1435,0.0,1.306,0.923
1386,Kepler-1952 b,Kepler-1952,27.21080017,,,0.1724,0.0,1.305,0.922
1387,Kepler-1954 b,Kepler-1954,5.883430004,,,0.0625,0.0,0.849,0.942
1388,Kepler-1955 b,Kepler-1955,14.26519966,,,0.11959,0.0,1.291,1.049
1389,Kepler-1840 b,Kepler-1840,131.1900024,,,0.46206,0.0,0.803,0.774
1390,Kepler-1859 b,Kepler-1859,2.729599953,,,0.0394,0.0,1.235,1.09
1391,Kepler-1922 b,Kepler-1922,13.22259998,,,0.1077,0.0,0.863,0.953
1392,Kepler-1796 b,Kepler-1796,29.4557991,,,0.1879,0.0,0.949,1.018
1393,Kepler-1783 b,Kepler-1783,8.277440071,,,0.07595,0.0,1.781,0.887
1394,Kepler-1784 b,Kepler-1784,13.59049988,,,0.1072,0.0,0.974,0.887
1395,Kepler-1785 b,Kepler-1785,19.58550072,,,0.13917,0.0,0.996,0.911
1396,Kepler-1757 b,Kepler-1757,19.65640068,,,0.1335,0.0,0.74,0.828
1397,Kepler-1808 b,Kepler-1808,23.3404007,,,0.1467,0.0,0.892,0.773
1398,Kepler-1921 b,Kepler-1921,20.03479958,,,0.15865,0.0,2.0,1.251
1399,Kepler-495 c,Kepler-495,5.896609783,,,0.0614,0.0,1.087,0.888
1400,Kepler-1814 b,Kepler-1814,2.935359955,,,0.03765,0.0,0.823,0.79
1401,Kepler-1815 b,Kepler-1815,12.19139957,,,0.0984,0.0,0.967,0.856
1402,Kepler-1816 b,Kepler-1816,91.50099945,,,0.35647,0.0,0.706,0.786
1403,Kepler-1817 b,Kepler-1817,44.29919815,,,0.2348,0.0,0.915,0.878
1404,TOI-1693 b,TOI-1693,1.7666957,,,0.0226,,0.46,0.49
1405,Kepler-418 c,Kepler-418,12.21829987,,,0.10632,0.0,1.081,0.957
1406,Kepler-487 d,Kepler-487,2.418390036,,,0.03445,0.0,0.887,0.874
1407,Kepler-1933 b,Kepler-1933,4.943290234,,,0.05605,0.0,1.008,0.964
1408,Kepler-1797 b,Kepler-1797,23.3593998,,,0.1637,0.0,1.009,1.069
1409,Kepler-1720 b,Kepler-1720,12.70639992,,,0.1043,0.0,0.839,0.939
1410,Kepler-1721 b,Kepler-1721,4.592380047,,,0.0519,0.0,0.796,0.89
1411,Kepler-1722 b,Kepler-1722,9.178569794,,,0.0819,0.0,0.788,0.876
1412,Kepler-1723 b,Kepler-1723,39.75289917,,,0.2249,0.0,1.01,0.96
1413,Kepler-1724 b,Kepler-1724,6.45442009,,,0.0683,0.0,0.943,1.016
1414,Kepler-1725 b,Kepler-1725,16.71990013,,,0.13263,0.0,1.085,1.049
1415,Kepler-1726 b,Kepler-1726,18.39629936,,,0.12794,0.0,0.804,0.876
1416,Kepler-1715 b,Kepler-1715,35.59730148,,,0.22429,0.0,1.209,1.082
1417,Kepler-913 c,Kepler-913,5.939119816,,,0.0699,0.0,1.797,1.294
1418,Kepler-799 c,Kepler-799,15.19419956,,,0.1214,0.0,1.593,1.031
1419,Kepler-281 d,Kepler-281,148.2720032,,,0.5456,0.0,0.884,0.984
1420,Kepler-1669 c,Kepler-1669,1.609320045,,,0.0228,0.0,0.603,0.609
1421,Kepler-1693 c,Kepler-1693,5.363709927,,,0.0588,0.0,1.098,0.941
1422,Kepler-1932 b,Kepler-1932,0.524177015,,,0.0123,0.0,0.815,0.911
1423,Kepler-1716 b,Kepler-1716,35.58100128,,,0.18836,0.0,0.684,0.753
1424,Kepler-1798 b,Kepler-1798,16.85589981,,,0.1082,0.0,0.587,0.593
1425,TOI-2260 b,TOI-2260,0.3524728,,,0.0097,,0.94,0.99
1426,TOI-2285 b,TOI-2285,13.635109,56.0,,0.1363,0.3,0.464,0.454
1427,Kepler-1931 b,Kepler-1931,38.5760994,,,0.23329,0.0,1.221,1.174
1428,Kepler-1930 b,Kepler-1930,13.02680016,,,0.10233,0.0,0.844,0.844
1429,Kepler-1842 b,Kepler-1842,14.02639961,,,0.116,0.0,1.131,1.057
1430,Kepler-1831 b,Kepler-1831,5.78387022,,,0.0655,0.0,1.012,1.117
1431,TOI-1238 b,TOI-1238,0.764597,,,0.0139,0.25,0.58,0.59
1432,Kepler-1799 b,Kepler-1799,11.9296999,,,0.1028,0.0,0.921,1.016
1433,Kepler-501 c,Kepler-501,3.622760057,,,0.0467,0.0,1.216,1.032
1434,Kepler-1900 b,Kepler-1900,2.986229897,,,0.042,0.0,1.041,1.104
1435,Kepler-1910 b,Kepler-1910,5.688769817,,,0.0536,0.0,0.639,0.636
1436,Kepler-1911 b,Kepler-1911,5.990799904,,,0.0636,0.0,0.972,0.954
1437,Kepler-1830 b,Kepler-1830,56.49330139,,,0.31769,0.0,2.046,1.443
1438,TOI-2411 b,TOI-2411,0.7826942,,,0.0144,,0.68,0.65
1439,TOI-2427 b,TOI-2427,1.3060011,,,0.0202,,0.65,0.64
1440,Kepler-1839 b,Kepler-1839,5.056759834,,,0.0583,0.0,0.939,1.03
1441,Kepler-529 d,Kepler-529,35.86619949,,,0.2134,0.0,1.189,1.005
1442,Kepler-534 c,Kepler-534,7.378689766,,,0.0761,0.0,0.965,1.075
1443,Kepler-381 d,Kepler-381,8.256299973,,,0.08364,0.0,2.188,1.198
1444,Kepler-1829 b,Kepler-1829,5.186719894,,,0.0559,0.0,0.777,0.873
1445,Kepler-1828 b,Kepler-1828,10.2737999,,,0.0924,0.0,0.899,0.996
1446,TOI-1860 b,TOI-1860,1.0662107,,,0.0204,,0.94,0.99
1447,TOI-1842 b,TOI-1842,9.5739181,67.6,,0.1,0.276,2.032,1.4643
1448,Kepler-511 c,Kepler-511,26.62949944,,,0.17177,0.0,1.417,0.958
1449,Kepler-1820 b,Kepler-1820,31.03249931,,,0.1964,0.0,0.931,1.047
1450,Kepler-1821 b,Kepler-1821,16.45809937,,,0.1244,0.0,0.884,0.946
1451,Kepler-1822 b,Kepler-1822,22.13339996,,,0.1416,0.0,0.702,0.782
1452,Kepler-1823 b,Kepler-1823,21.10339928,,,0.15332,0.0,1.126,1.068
1453,TOI-1268 b,TOI-1268,8.1577094,-40.6,,0.0711,0.105,0.92,0.96
1454,Kepler-1827 b,Kepler-1827,3.700619936,,,0.04647,0.0,1.404,0.915
1455,Kepler-1826 b,Kepler-1826,1.615360022,,,0.0213,0.0,0.486,0.49
1456,Kepler-457 d,KOI-7892,10.6906004,,,0.0996,0.0,1.242,1.148
1457,K2-358 b,K2-358,11.2510285,,,0.0863,,0.91,0.93
1458,K2-355 b,K2-355,5.7385647,,,0.0632,,0.92,0.96
1459,HD 137496 b,HD 137496,1.62116,,,0.02732,0.0,1.59,1.04
1460,TOI-3714 b,TOI-3714,2.154849,100.0,,0.027,0.03,0.51,0.53
1461,K2-357 b,K2-357,16.3488637,,,0.145,,1.0,0.98
1462,K2-356 b,K2-356,21.0267366,,,0.1599,,0.86,0.9
1463,TOI-558 b,TOI-558,14.574071,132.3,,0.1291,0.298,1.496,1.349
1464,TOI-559 b,TOI-559,6.9839095,-62.3,,0.0723,0.151,1.233,1.026
1465,Kepler-1708 b,Kepler-1708,737.1131,,,1.64,0.4,1.117,1.088
1466,HD 137496 c,HD 137496,479.9,-39.01,,1.2163,0.477,1.59,1.04
1467,HD 22532 b,HD 22532,872.6,169.1,2455575.0,1.9,0.03,5.69,1.57
1468,TOI-2257 b,TOI-2257,35.189346,-101.674,,0.145,0.496,0.313,0.328
1469,TOI-1064 b,TOI-1064,6.443868,120.0,,0.06152,0.047,0.726,0.748
1470,TOI-1789 b,TOI-1789,3.208664,,,0.04882,,2.168,1.507
1471,TIC 257060897 b,TIC 257060897,3.66003639,-48.0,,0.04922,0.039,1.863,1.187
1472,Kepler-1972 c,Kepler-1972,11.3295,-10.0,,0.10493,0.043,1.384,1.12
1473,Kepler-1972 b,Kepler-1972,7.54425,64.9,,0.08006,0.067,1.384,1.12
1474,TOI-3629 b,TOI-3629,3.936551,-110.0,,0.043,0.05,0.6,0.63
1475,HD 64121 b,HD 64121,623.0,2.7,2455653.0,1.51,0.11,5.44,1.64
1476,TOI-1064 c,TOI-1064,12.226574,25.0,,0.09429,0.088,0.726,0.748
1477,KOI-4777.01,KOI-4777,0.412,90.0,,0.008,0.0,0.4,0.41
1478,HD 29399 b,HD 29399,892.7,-13.1,2455965.0,1.913,0.05,4.5,1.17
1479,HD 69123 b,HD 69123,1193.3,-67.3,2455715.7,2.482,0.19,7.72,1.68
1480,HD 10975 b,HD 10975,283.8,135.0,2455450.7,0.95,0.442,11.16,1.41
1481,HD 219139 b,HD 219139,275.5,318.0,2455240.1,0.94,0.11,11.22,1.46
1482,ups Leo b,ups Leo,385.2,131.0,2455279.6,1.18,0.32,11.22,1.48
1483,TOI-1201 b,TOI-1201,2.4919863,90.0,,0.0287,0.0,0.508,0.512
1484,BD+60 1417 b,BD+60 1417,,,,1662.0,,0.797,1.0
1485,TOI-1431 b,TOI-1431,2.650237,108.0,,0.046,0.0022,1.92,1.9
1486,HD 161178 b,HD 161178,279.3,300.0,2455296.6,0.85,0.044,10.95,1.06
1487,HD 79181 b,HD 79181,273.1,318.0,2455123.0,0.9,0.259,11.06,1.28
1488,TOI-2109 b,TOI-2109,0.67247414,,,0.01791,,1.698,1.453
1489,HIP 97166 b,HIP 97166,10.288914,98.0,,0.091,0.29,0.8418,0.9342
1490,b Cen AB b,b Cen A,1790000.0,,,556.0,0.4,,5.5
1491,gam Psc b,gam Psc,555.1,44.0,2455394.6,1.32,0.204,11.2,0.99
1492,TOI-2202 b,TOI-2202,11.9126075,212.0,,0.09564,0.022,0.808,0.841
1493,TOI-2202 c,TOI-2202,24.6744,320.8,,0.15544,0.0622,0.794,0.823
1494,GJ 367 b,GJ 367,0.3219225,66.0,,0.00709,0.06,0.458,0.455
1495,HIP 97166 c,HIP 97166,16.432,90.0,,0.124,0.0,0.8418,0.9342
1496,TIC 172900988 b,TIC 172900988 Aa,200.452,159.4,2459442.0,0.90281,0.0271,1.3842,1.2384
1497,HD 99283 b,HD 99283,310.4,291.0,2455291.1,1.08,0.2,11.21,1.76
1498,HD 360 b,HD 360,273.1,133.0,2455184.5,0.98,0.139,10.86,1.69
1499,KMT-2021-BLG-0322L b,KMT-2021-BLG-0322L,,,,,,,0.62
1500,OGLE-2017-BLG-1099L b,OGLE-2017-BLG-1099L,,,,2.73,,,0.45
1501,iot Dra c,iot Dra,25000.0,62.0,2476000.0,19.4,0.455,11.79,1.54
1502,OGLE-2019-BLG-0299L b,OGLE-2019-BLG-0299L,,,,2.8,,,0.59
1503,HIP 86221 b,HIP 86221,2.224,208.93,2457947.283,0.031,0.086,,0.79
1504,TOI-1518 b,TOI-1518,1.902603,,,0.0389,0.01,1.95,1.79
1505,TOI-1259 A b,TOI-1259 A,3.477978,,,0.0407,0.0,0.711,0.744
1506,KMT-2020-BLG-0414L c,KMT-2020-BLG-0414L,,,,0.12,,,0.259
1507,Kepler-1705 c,Kepler-1705,11.28,-38.0,,,0.028,1.259,1.139
1508,Kepler-1705 b,Kepler-1705,9.03502,35.0,,0.08,0.033,1.259,1.139
1509,KMT-2017-BLG-2509L b,KMT-2017-BLG-2509L,,,,2.14,,,0.46
1510,OGLE-2019-BLG-0960L b,OGLE-2019-BLG-0960L,,,,1.9,,,0.5
1511,KMT-2020-BLG-0414L b,KMT-2020-BLG-0414L,,,,1.26,,,0.259
1512,HIP 5763 b,HIP 5763,30.014,271.08,2458056.731,0.17,0.054,0.750378,0.72
1513,HD 63935 c,HD 63935,21.4027,90.0,,0.148,0.0,0.9598,0.9406
1514,HD 63935 b,HD 63935,9.058807,90.0,,0.083,0.0,0.9598,0.9406
1515,HIP 34222 b,HIP 34222,159.986,31.8,2458023.22,0.492,0.305,0.6186,0.62
1516,OGLE-2019-BLG-0304L b,OGLE-2019-BLG-0304L,,,,1.23,,,0.27
1517,HD 22496 b,HD 22496,5.09071,,,0.051,,0.674,0.684
1518,Kepler-1704 b,Kepler-1704,988.88112,82.4,2455071.88,2.027,0.92,1.697,1.132
1519,HD 189567 c,HD 189567,33.688,219.0,2455502.0,0.197,0.16,1.04,0.83
1520,TOI-3362 b,TOI-3362,18.09547,50.873,,0.153,0.815,1.83,1.445
1521,TOI-532 b,TOI-532,2.3266508,90.0,,0.0296,0.0,0.612,0.639
1522,TOI-1278 b,TOI-1278,14.47567,246.0,,0.095,0.013,0.573,0.54
1523,HD 93385 c,HD 93385,13.18,,2455499.0,0.112,0.2,1.18484,1.04
1524,HD 93385 b,HD 93385,7.3426,,2455504.5,0.0756,0.295,1.18484,1.04
1525,OGLE-2019-BLG-1053L b,OGLE-2019-BLG-1053L,,,,3.4,,,0.61
1526,HD 73583 c,HD 73583,18.87974,-41.6,2458517.0,0.1242,0.08,0.65,0.73
1527,HD 73583 b,HD 73583,6.398042,-76.0,2458511.67,0.0604,0.09,0.65,0.73
1528,HD 39194 c,HD 39194,14.03,,2455499.0,0.103,0.154,0.783742,0.67
1529,HD 39194 d,HD 39194,33.91,,2455516.0,0.185,0.333,0.783742,0.67
1530,HD 39194 b,HD 39194,5.6368,,2455503.8,0.056,0.207,0.783742,0.67
1531,TOI-431 d,TOI-431,12.46103,0.0,,0.098,0.0,0.731,0.78
1532,TOI-1749 d,TOI-1749,9.0497,40.0,,0.0707,0.062,0.55,0.58
1533,TOI-1749 c,TOI-1749,4.4929,-74.0,,0.0443,0.019,0.55,0.58
1534,TOI-1749 b,TOI-1749,2.38839,-50.0,,0.0291,0.14,0.55,0.58
1535,HD 96700 b,HD 96700,8.1245,,2455501.3,0.0777,0.138,1.16,0.89
1536,HD 93385 d,HD 93385,45.85,-55.0,2455522.3,0.2565,0.09,1.18484,1.04
1537,HD 96700 d,HD 96700,103.5,42.0,2455500.0,0.424,0.27,1.16,0.89
1538,HD 96700 c,HD 96700,19.88,,2455513.0,0.141,0.293,1.16,0.89
1539,KIC 10068024 b,KIC 10068024,2.073549,,,,,1.574,1.22
1540,HD 189567 b,HD 189567,14.288,,2455509.0,0.111,0.189,1.04,0.83
1541,TOI-431 c,TOI-431,4.8494,0.0,,0.052,0.0,0.731,0.78
1542,TOI-431 b,TOI-431,0.490047,0.0,,0.0113,0.0,0.731,0.78
1543,2M0437 b,2MASS J04372171+2651014,,,,118.0,,0.84,0.17
1544,KIC 8121913 b,KIC 8121913,3.294601,,,,,2.233,1.456
1545,KIC 5479689 b,KIC 5479689,1.701531,,,,,0.894,0.966
1546,HD 154088 b,HD 154088,18.56,,2455498.2,0.134,0.344,0.95,0.91
1547,HD 95544 b,HD 95544,2041.54152,151.528,2454448.617,3.166,0.049,1.088,1.01
1548,TOI-1231 b,TOI-1231,24.245586,176.0,2458543.7,0.1288,0.087,0.476,0.485
1549,L 98-59 e,L 98-59,12.8278,165.0,,0.0712,0.012,0.3155,0.2923
1550,TOI-1062 b,TOI-1062,4.11296,117.0,,0.052,0.177,0.84,0.94
1551,TOI-1062 c,TOI-1062,7.972,159.0,,0.08,0.14,0.84,0.94
1552,TOI-674 b,TOI-674,1.977143,,,0.025,0.0,0.42,0.42
1553,TOI-1296 b,TOI-1296,3.9443736,0.6,,0.051,0.0,1.7031,1.1576
1554,TOI-1298 b,TOI-1298,4.537143,57.0,,0.057,0.0,1.4536,1.2187
1555,Kepler-129 d,Kepler-129,2646.0,-170.0,2458637.0,4.0,0.15,1.653,1.178
1556,HD 80869 b,HD 80869,1752.92067,76.703,2455127.775,2.905,0.924,1.062,1.06
1557,KMT-2016-BLG-2605L b,KMT-2016-BLG-2605L,,,,0.681,,,0.064
1558,WASP-110 b,WASP-110,3.7784022,,,,0.0,0.853,0.814
1559,HD 211403 b,HD 211403,223.8,190.0,2455929.0,0.768,0.084,1.206,1.2
1560,HD 115954 b,HD 115954,3700.0,185.6,2456131.0,5.0,0.487,1.213,1.18
1561,TOI-2406 b,TOI-2406,3.0766891,279.0,,0.02267,0.17,0.204,0.166
1562,HD 109286 b,HD 109286,520.1,133.1,2456094.7,1.259,0.338,1.089,0.98
1563,HD 27969 b,HD 27969,654.5,106.6,2457042.0,1.552,0.182,1.27,1.16
1564,K2-353 b,K2-353,15.466805,,,,,0.99,0.87
1565,K2-344 b,K2-344,3.35585,,,,,0.49,0.51
1566,K2-340 b,K2-340,29.740451,,,,,1.13,0.93
1567,K2-346 b,K2-346,26.201446,,,,,0.7,0.71
1568,K2-343 c,K2-343,7.676972,,,,,0.46,0.49
1569,EPIC 201595106 b,EPIC 201595106,0.87724,0.0,2458204.2649,0.0177,0.0,0.98,0.958
1570,K2-345 b,K2-345,10.367437,,,,,0.52,0.56
1571,K2-352 d,K2-352,14.871387,,,,,0.95,0.98
1572,TOI-1634 b,TOI-1634,0.9893455,90.0,,0.01545,0.0,0.45,0.451
1573,EPIC 206024342 c,EPIC 206024342,0.911724,,,,,1.1,0.928
1574,EPIC 220492298 b,EPIC 220492298,0.762406,,,,,0.89,0.95
1575,EPIC 212624936 c,EPIC 212624936,11.811437,,,,,0.93,1.0
1576,EPIC 228836835 b,EPIC 228836835,0.728113,,,,,0.32,0.418179
1577,EPIC 206042996 c,EPIC 206042996,0.354884,,,,,0.5,0.565
1578,EPIC 206024342 d,EPIC 206024342,14.647531,,,,,1.1,0.928
1579,K2-336 b,K2-336,21.194733,,,,,0.8,0.86
1580,K2-350 b,K2-350,4.163873,,,,,1.04,0.98
1581,K2-352 b,K2-352,3.665912,,,,,0.95,0.98
1582,K2-354 b,K2-354,3.793306,,,,,0.41,0.43
1583,K2-343 b,K2-343,2.787174,,,,,0.46,0.49
1584,K2-342 b,K2-342,11.561052,,,,,1.09,1.01
1585,K2-335 b,K2-335,12.283211,,,,,1.33,1.23
1586,K2-334 b,K2-334,5.113981,,,,,1.49,1.36
1587,K2-347 b,K2-347,7.187257,,,,,0.63,0.66
1588,K2-352 c,K2-352,8.234885,,,,,0.95,0.98
1589,TOI-2076 c,TOI-2076,21.015327,90.0,,0.142,0.0,0.796,0.8557
1590,EPIC 212297394 c,EPIC 212297394,5.213965,,,,,0.8,0.83
1591,EPIC 212624936 b,EPIC 212624936,0.578657,,,,,0.93,1.0
1592,EPIC 212587672 c,EPIC 212587672,23.228555,,,,,0.98,0.99
1593,TOI-1260 b,TOI-1260,3.127463,0.0,,0.0367,0.0,0.672,0.679
1594,K2-337 b,K2-337,16.273563,,,,,1.32,0.94
1595,K2-339 b,K2-339,19.507428,,,,,0.72,0.74
1596,TOI-1260 c,TOI-1260,7.493134,0.0,,0.0657,0.0,0.672,0.679
1597,K2-333 b,K2-333,14.759287,,,,,1.22,1.06
1598,K2-332 b,K2-332,17.70632,,,,,0.28,0.27
1599,K2-338 b,K2-338,3.850614,,,,,0.63,0.66
1600,OGLE-2018-BLG-1185L b,OGLE-2018-BLG-1185L,,,,1.54,,,0.37
1601,TOI-2076 d,TOI-2076,35.125686,90.0,,0.199,0.0,0.796,0.8557
1602,K2-331 b,K2-331,9.398977,,,,,1.06,1.1
1603,K2-330 b,K2-330,13.774798,,,,,1.5,1.23
